1676141594.000000,122.670066,45.521895,745.312317,-650.005615,745.312317,-650.005615
1676141614.000000,122.669939,45.521943,741.000000,-650.000000,741.000000,-660.000000
1676141624.000000,122.669939,45.521751,731.000000,-660.000000,741.000000,-660.000000
1676141634.000000,122.669806,45.521876,741.000000,-670.000000,741.000000,-660.000000
1676141654.000000,122.669814,45.521945,751.000000,-670.000000,751.000000,-660.000000
1676141674.000000,122.669780,45.522019,751.000000,-670.000000,761.000000,-670.000000
1676141684.000000,122.669661,45.522039,761.000000,-680.000000,761.000000,-670.000000
1676141704.000000,122.669686,45.522125,761.000000,-680.000000,771.000000,-680.000000
1676141724.000000,122.669578,45.522033,761.000000,-690.000000,771.000000,-690.000000
1676141744.000000,122.669427,45.522039,761.000000,-700.000000,771.000000,-700.000000
1676141764.000000,122.669321,45.522015,761.000000,-710.000000,771.000000,-710.000000
1676141784.000000,122.669188,45.522022,761.000000,-720.000000,771.000000,-720.000000
1676141804.000000,122.669057,45.522026,761.000000,-730.000000,771.000000,-730.000000
1676141824.000000,122.668914,45.522039,761.000000,-740.000000,771.000000,-740.000000
1676141844.000000,122.668808,45.522017,761.000000,-740.000000,761.000000,-750.000000
1676141854.000000,122.668780,45.521932,751.000000,-750.000000,761.000000,-750.000000
1676141874.000000,122.668657,45.521949,751.000000,-750.000000,751.000000,-760.000000
1676141884.000000,122.668658,45.521840,741.000000,-760.000000,751.000000,-760.000000
1676141904.000000,122.668542,45.521850,741.000000,-760.000000,741.000000,-770.000000
1676141914.000000,122.668525,45.521751,731.000000,-770.000000,741.000000,-770.000000
1676141935.000000,122.668414,45.521758,731.000000,-770.000000,731.000000,-780.000000
1676141955.000000,122.668534,45.521692,721.000000,-770.000000,721.000000,-780.000000
1676141975.000000,122.668523,45.521588,711.000000,-770.000000,711.000000,-780.000000
1676141995.000000,122.668557,45.521514,701.000000,-770.000000,701.000000,-780.000000
1676142015.000000,122.668548,45.521421,691.000000,-770.000000,691.000000,-780.000000
1676142035.000000,122.668544,45.521329,681.000000,-770.000000,681.000000,-780.000000
1676142055.000000,122.668524,45.521229,681.000000,-770.000000,671.000000,-770.000000
1676142065.000000,122.668681,45.521229,671.000000,-760.000000,671.000000,-770.000000
1676142085.000000,122.668665,45.521148,661.000000,-760.000000,661.000000,-770.000000
1676142105.000000,122.668652,45.521049,661.000000,-760.000000,651.000000,-760.000000
1676142115.000000,122.668807,45.521049,651.000000,-750.000000,651.000000,-760.000000
1676142135.000000,122.668795,45.520968,641.000000,-750.000000,641.000000,-760.000000
1676142155.000000,122.668780,45.520869,641.000000,-750.000000,631.000000,-750.000000
1676142165.000000,122.668936,45.520870,631.000000,-740.000000,631.000000,-750.000000
1676142185.000000,122.668921,45.520788,631.000000,-740.000000,621.000000,-740.000000
1676142195.000000,122.669064,45.520777,621.000000,-730.000000,621.000000,-740.000000
1676142215.000000,122.669055,45.520699,621.000000,-730.000000,611.000000,-730.000000
1676142235.000000,122.669148,45.520783,621.000000,-720.000000,611.000000,-720.000000
1676142245.000000,122.669298,45.520674,611.000000,-710.000000,611.000000,-720.000000
1676142265.000000,122.669293,45.520600,611.000000,-710.000000,601.000000,-710.000000
1676142275.000000,122.669449,45.520600,601.000000,-700.000000,601.000000,-710.000000
1676142295.000000,122.669434,45.520519,601.000000,-700.000000,591.000000,-700.000000
1676142305.000000,122.669576,45.520508,591.000000,-690.000000,591.000000,-700.000000
1676142326.000000,122.669567,45.520429,591.000000,-690.000000,581.000000,-690.000000
1676142336.000000,122.669703,45.520418,581.000000,-680.000000,581.000000,-690.000000
1676142356.000000,122.669695,45.520340,581.000000,-680.000000,571.000000,-680.000000
1676142376.000000,122.669789,45.520423,581.000000,-670.000000,571.000000,-670.000000
1676142386.000000,122.669937,45.520316,571.000000,-660.000000,571.000000,-670.000000
1676142406.000000,122.669934,45.520241,571.000000,-660.000000,561.000000,-660.000000
1676142416.000000,122.670089,45.520241,561.000000,-650.000000,561.000000,-660.000000
1676142436.000000,122.670075,45.520160,561.000000,-650.000000,551.000000,-650.000000
1676142456.000000,122.670174,45.520242,561.000000,-640.000000,551.000000,-640.000000
1676142466.000000,122.670323,45.520135,551.000000,-630.000000,551.000000,-640.000000
1676142486.000000,122.670318,45.520061,551.000000,-630.000000,541.000000,-630.000000
1676142506.000000,122.670421,45.520153,551.000000,-620.000000,541.000000,-620.000000
1676142526.000000,122.670577,45.520147,551.000000,-610.000000,541.000000,-610.000000
1676142546.000000,122.670683,45.520171,551.000000,-600.000000,541.000000,-600.000000
1676142566.000000,122.670817,45.520163,551.000000,-590.000000,541.000000,-590.000000
1676142586.000000,122.670947,45.520161,551.000000,-580.000000,541.000000,-580.000000
1676142606.000000,122.671090,45.520147,551.000000,-570.000000,541.000000,-570.000000
1676142626.000000,122.671196,45.520171,551.000000,-560.000000,541.000000,-560.000000
1676142646.000000,122.671329,45.520164,551.000000,-560.000000,551.000000,-550.000000
1676142656.000000,122.671352,45.520255,561.000000,-550.000000,551.000000,-550.000000
1676142676.000000,122.671462,45.520249,561.000000,-550.000000,561.000000,-540.000000
1676142696.000000,122.671342,45.520314,571.000000,-550.000000,571.000000,-540.000000
1676142717.000000,122.671353,45.520418,581.000000,-550.000000,581.000000,-540.000000
1676142737.000000,122.671318,45.520492,591.000000,-550.000000,591.000000,-540.000000
1676142757.000000,122.671329,45.520585,601.000000,-550.000000,601.000000,-540.000000
1676142777.000000,122.671332,45.520677,611.000000,-550.000000,611.000000,-540.000000
1676142797.000000,122.671352,45.520777,611.000000,-550.000000,621.000000,-550.000000
1676142807.000000,122.671196,45.520777,621.000000,-560.000000,621.000000,-550.000000
1676142827.000000,122.671210,45.520858,631.000000,-560.000000,631.000000,-550.000000
1676142847.000000,122.671224,45.520957,631.000000,-560.000000,641.000000,-560.000000
1676142857.000000,122.671069,45.520957,641.000000,-570.000000,641.000000,-560.000000
1676142877.000000,122.671083,45.521038,651.000000,-570.000000,651.000000,-560.000000
1676142897.000000,122.671096,45.521137,651.000000,-570.000000,661.000000,-570.000000
1676142907.000000,122.670940,45.521137,661.000000,-580.000000,661.000000,-570.000000
1676142927.000000,122.670954,45.521218,661.000000,-580.000000,671.000000,-580.000000
1676142937.000000,122.670812,45.521229,671.000000,-590.000000,671.000000,-580.000000
1676142957.000000,122.670822,45.521308,671.000000,-590.000000,681.000000,-590.000000
1676142967.000000,122.670684,45.521319,681.000000,-600.000000,681.000000,-590.000000
1676142987.000000,122.670693,45.521397,691.000000,-600.000000,691.000000,-590.000000
1676143007.000000,122.670711,45.521496,691.000000,-600.000000,701.000000,-600.000000
1676143017.000000,122.670554,45.521496,701.000000,-610.000000,701.000000,-600.000000
1676143037.000000,122.670570,45.521577,701.000000,-610.000000,711.000000,-610.000000
1676143047.000000,122.670427,45.521589,711.000000,-620.000000,711.000000,-610.000000
1676143067.000000,122.670437,45.521667,711.000000,-620.000000,721.000000,-620.000000
1676143077.000000,122.670300,45.521678,721.000000,-630.000000,721.000000,-620.000000
1676143097.000000,122.670308,45.521757,721.000000,-630.000000,731.000000,-630.000000
1676143108.000000,122.670173,45.521768,731.000000,-640.000000,731.000000,-630.000000
1676143128.000000,122.670180,45.521846,731.000000,-640.000000,741.000000,-640.000000
1676143138.000000,122.670043,45.521858,741.000000,-650.000000,741.000000,-640.000000
1676143158.000000,122.670053,45.521936,741.000000,-650.000000,751.000000,-650.000000
